0,0
-0.692897,-176.062
0.000250031,-176.01
0.405715,-175.928
0.693397,-175.818
0.916541,-175.688
1.09886,-175.542
1.25301,-175.383
1.38654,-175.216
1.50433,-175.042
1.60969,-174.864
1.705,-174.682
1.79201,-174.499
1.87205,-174.314
1.94616,-174.128
2.01515,-173.941
2.07969,-173.755
2.14032,-173.567
2.19747,-173.38
2.25154,-173.192
2.30284,-173.005
2.35163,-172.818
2.39815,-172.63
2.4426,-172.443
2.48516,-172.255
2.52598,-172.068
2.5652,-171.881
2.60294,-171.694
2.63931,-171.506
2.6744,-171.319
2.7083,-171.133
2.74109,-170.946
2.77284,-170.759
2.80361,-170.572
2.83346,-170.386
2.86245,-170.199
2.89062,-170.013
2.91802,-169.826
2.94469,-169.64
2.97066,-169.454
2.99598,-169.268
3.02067,-169.082
3.04477,-168.896
3.0683,-168.71
3.09129,-168.524
3.11377,-168.339
3.13574,-168.153
3.15725,-167.968
3.1783,-167.782
3.19892,-167.597
3.21913,-167.412
3.23893,-167.227
3.25835,-167.042
3.27739,-166.857
3.29609,-166.672
3.31444,-166.487
3.33245,-166.303
3.35015,-166.118
3.36755,-165.934
3.38464,-165.749
3.40145,-165.565
3.41798,-165.381
3.43424,-165.197
3.45024,-165.013
3.46599,-164.829
3.48149,-164.645
3.49676,-164.461
3.5118,-164.278
3.52661,-164.094
3.54121,-163.911
3.5556,-163.728
3.56978,-163.544
3.58377,-163.361
3.59756,-163.178
3.61117,-162.995
3.62459,-162.812
3.63784,-162.63
3.65091,-162.447
3.66381,-162.264
3.67655,-162.082
3.68913,-161.9
3.70155,-161.717
3.71382,-161.535
3.72594,-161.353
3.73792,-161.171
3.74975,-160.989
3.76145,-160.807
3.77301,-160.626
3.78444,-160.444
3.79574,-160.263
3.80691,-160.081
3.81796,-159.9
3.82889,-159.719
3.8397,-159.538
3.8504,-159.356
3.86098,-159.176
3.87145,-158.995
3.88181,-158.814
3.89207,-158.633
3.90222,-158.453
3.91227,-158.272
3.92222,-158.092
3.93208,-157.912
3.94183,-157.732
3.95149,-157.552
3.96106,-157.372
3.97054,-157.192
3.97993,-157.012
3.98923,-156.833
3.99845,-156.653
4.00758,-156.474
4.01663,-156.294
4.0256,-156.115
4.03449,-155.936
4.0433,-155.757
4.05203,-155.578
4.06069,-155.399
4.06928,-155.22
4.07779,-155.042
4.08623,-154.863
4.09459,-154.685
4.10289,-154.506
4.11112,-154.328
4.11929,-154.15
4.12738,-153.972
4.13542,-153.794
4.14338,-153.616
4.15129,-153.438
4.15913,-153.261
4.16692,-153.083
4.17464,-152.906
4.1823,-152.728
4.1899,-152.551
4.19745,-152.374
4.20494,-152.197
4.21238,-152.02
4.21976,-151.843
4.22708,-151.666
4.23436,-151.49
4.24158,-151.313
4.24875,-151.137
4.25586,-150.96
4.26293,-150.784
4.26995,-150.608
4.27692,-150.432
4.28384,-150.256
4.29071,-150.08
4.29754,-149.904
4.30432,-149.729
4.31105,-149.553
4.31774,-149.378
4.32438,-149.202
4.33098,-149.027
4.33754,-148.852
4.34406,-148.677
4.35053,-148.502
4.35696,-148.327
4.36335,-148.153
4.3697,-147.978
4.37601,-147.803
4.38228,-147.629
4.38851,-147.455
4.3947,-147.28
4.40085,-147.106
4.40697,-146.932
4.41305,-146.758
4.41909,-146.584
4.4251,-146.411
4.43107,-146.237
4.437,-146.064
4.4429,-145.89
4.44877,-145.717
4.4546,-145.544
4.46039,-145.37
4.46616,-145.197
4.47189,-145.024
4.47759,-144.852
4.48325,-144.679
4.48889,-144.506
4.49449,-144.334
4.50006,-144.161
4.5056,-143.989
4.51111,-143.817
4.51659,-143.645
4.52204,-143.473
4.52746,-143.301
4.53285,-143.129
4.53821,-142.957
4.54354,-142.786
4.54885,-142.614
4.55413,-142.443
4.55938,-142.271
4.5646,-142.1
4.56979,-141.929
4.57496,-141.758
4.5801,-141.587
4.58522,-141.417
4.59031,-141.246
4.59537,-141.075
4.60041,-140.905
4.60542,-140.734
4.61041,-140.564
4.61537,-140.394
4.62031,-140.224
4.62522,-140.054
4.63011,-139.884
4.63498,-139.714
4.63982,-139.544
4.64464,-139.375
4.64944,-139.205
4.65421,-139.036
4.65896,-138.867
4.66369,-138.698
4.6684,-138.529
4.67308,-138.36
4.67774,-138.191
4.68238,-138.022
4.687,-137.853
4.6916,-137.685
4.69617,-137.516
4.70073,-137.348
4.70527,-137.18
4.70978,-137.011
4.71427,-136.843
4.71875,-136.675
4.7232,-136.508
4.72764,-136.34
4.73205,-136.172
4.73645,-136.005
4.74082,-135.837
4.74518,-135.67
4.74952,-135.503
4.75384,-135.335
4.75814,-135.168
4.76242,-135.001
4.76669,-134.835
4.77093,-134.668
4.77516,-134.501
4.77937,-134.335
4.78357,-134.168
4.78774,-134.002
4.7919,-133.836
4.79604,-133.67
4.80016,-133.504
4.80427,-133.338
4.80836,-133.172
4.81243,-133.006
4.81649,-132.841
4.82053,-132.675
4.82456,-132.51
4.82856,-132.344
4.83256,-132.179
4.83653,-132.014
4.84049,-131.849
4.84444,-131.684
4.84837,-131.519
4.85228,-131.355
4.85618,-131.19
4.86006,-131.026
4.86393,-130.861
4.86778,-130.697
4.87162,-130.533
4.87545,-130.369
4.87926,-130.205
4.88305,-130.041
4.88683,-129.877
4.8906,-129.713
4.89435,-129.55
4.89809,-129.386
4.90181,-129.223
4.90552,-129.059
4.90922,-128.896
4.9129,-128.733
4.91657,-128.57
4.92023,-128.407
4.92387,-128.245
4.9275,-128.082
4.93112,-127.919
4.93472,-127.757
4.93831,-127.595
4.94189,-127.432
4.94546,-127.27
4.94901,-127.108
4.95255,-126.946
4.95608,-126.784
4.95959,-126.623
4.96309,-126.461
4.96659,-126.299
4.97006,-126.138
4.97353,-125.977
4.97698,-125.815
4.98043,-125.654
4.98386,-125.493
4.98728,-125.332
4.99068,-125.171
4.99408,-125.011
4.99746,-124.85
5.00083,-124.689
5.0042,-124.529
5.00755,-124.369
5.01089,-124.209
5.01421,-124.048
5.01753,-123.888
5.02084,-123.728
5.02413,-123.569
5.02741,-123.409
5.03069,-123.249
5.03395,-123.09
5.0372,-122.93
5.04044,-122.771
5.04368,-122.612
5.0469,-122.453
5.05011,-122.294
5.05331,-122.135
5.0565,-121.976
5.05968,-121.817
5.06285,-121.659
5.066,-121.5
5.06915,-121.342
5.07229,-121.184
5.07542,-121.025
5.07854,-120.867
5.08165,-120.709
5.08476,-120.551
5.08785,-120.394
5.09093,-120.236
5.094,-120.078
5.09706,-119.921
5.10012,-119.764
5.10316,-119.606
5.1062,-119.449
5.10922,-119.292
5.11224,-119.135
5.11525,-118.978
5.11824,-118.821
5.12123,-118.665
5.12421,-118.508
5.12719,-118.352
5.13015,-118.195
5.1331,-118.039
5.13605,-117.883
5.13899,-117.727
5.14191,-117.571
5.14483,-117.415
5.14774,-117.259
5.15065,-117.104
5.15354,-116.948
5.15643,-116.793
5.15931,-116.637
5.16217,-116.482
5.16504,-116.327
5.16789,-116.172
5.17073,-116.017
5.17357,-115.862
5.1764,-115.708
5.17922,-115.553
5.18203,-115.398
5.18484,-115.244
5.18764,-115.09
5.19043,-114.935
5.19321,-114.781
5.19598,-114.627
5.19875,-114.473
5.20151,-114.32
5.20426,-114.166
5.207,-114.012
5.20974,-113.859
5.21246,-113.705
5.21519,-113.552
5.2179,-113.399
5.22061,-113.246
5.2233,-113.093
5.226,-112.94
5.22868,-112.787
5.23136,-112.634
5.23403,-112.482
5.23669,-112.329
5.23935,-112.177
5.242,-112.025
5.24464,-111.872
5.24727,-111.72
5.2499,-111.568
5.25252,-111.416
5.25514,-111.265
5.25775,-111.113
5.26035,-110.961
5.26294,-110.81
5.26553,-110.659
5.26811,-110.507
5.27068,-110.356
5.27325,-110.205
5.27581,-110.054
5.27836,-109.903
5.28091,-109.752
5.28345,-109.602
5.28599,-109.451
5.28852,-109.301
5.29104,-109.15
5.29355,-109
5.29606,-108.85
5.29857,-108.7
5.30106,-108.55
5.30355,-108.4
5.30604,-108.25
5.30852,-108.101
5.31099,-107.951
5.31346,-107.802
5.31592,-107.652
5.31837,-107.503
5.32082,-107.354
5.32326,-107.205
5.3257,-107.056
5.32813,-106.907
5.33055,-106.759
5.33297,-106.61
5.33538,-106.461
5.33779,-106.313
5.34019,-106.165
5.34258,-106.016
5.34497,-105.868
5.34736,-105.72
5.34974,-105.572
5.35211,-105.425
5.35448,-105.277
5.35684,-105.129
5.35919,-104.982
5.36154,-104.834
5.36389,-104.687
5.36623,-104.54
5.36856,-104.393
5.37089,-104.246
5.37321,-104.099
5.37553,-103.952
5.37784,-103.805
5.38015,-103.659
5.38245,-103.512
5.38475,-103.366
5.38704,-103.22
5.38932,-103.073
5.3916,-102.927
5.39388,-102.781
5.39615,-102.635
5.39841,-102.49
5.40067,-102.344
5.40293,-102.198
5.40518,-102.053
5.40742,-101.907
5.40966,-101.762
5.4119,-101.617
5.41413,-101.472
5.41635,-101.327
5.41857,-101.182
5.42079,-101.037
5.42299,-100.893
5.4252,-100.748
5.4274,-100.604
5.4296,-100.459
5.43179,-100.315
5.43397,-100.171
5.43615,-100.027
5.43833,-99.8828
5.4405,-99.739
5.44267,-99.5952
5.44483,-99.4516
5.44699,-99.308
5.44914,-99.1646
5.45129,-99.0212
5.45343,-98.878
5.45557,-98.7348
5.45771,-98.5918
5.45984,-98.4489
5.46196,-98.306
5.46408,-98.1633
5.4662,-98.0206
5.46831,-97.8781
5.47042,-97.7357
5.47252,-97.5933
5.47462,-97.4511
5.47671,-97.309
5.4788,-97.167
5.48089,-97.025
5.48297,-96.8832
5.48505,-96.7415
5.48712,-96.5999
5.48919,-96.4583
5.49125,-96.3169
5.49331,-96.1756
5.49537,-96.0344
